Date,Price,AHR999
2024/05/30 00:00:47,67372.2,1.1155708764884558
2024/05/30 00:01:48,67336.7,1.1143955450520495
2024/05/30 00:02:48,67320,1.1138428569089358
2024/05/30 00:03:49,67178,1.1091488915500387
2024/05/30 00:04:49,67287.9,1.1127808892504687
2024/05/30 00:05:49,67238.1,1.111134353058362
2024/05/30 00:06:50,67195,1.109710322879868
2024/05/30 00:07:50,67253.3,1.1116367810322934
2024/05/30 00:08:50,67216.5,1.1104205718245614
2024/05/30 00:09:50,67255.7,1.1117161221465077
2024/05/30 00:10:51,67218.9,1.1104998695252792
2024/05/30 00:11:51,67308.7,1.1134689600599812
2024/05/30 00:12:51,67256.7,1.1117491817797283
2024/05/30 00:13:51,67261.7,1.1119144873190465
2024/05/30 00:14:52,67216.5,1.1104205718245614
2024/05/30 00:15:52,67255.2,1.111699592514228
2024/05/30 00:16:52,67257.5,1.111775629840219
2024/05/30 00:17:53,67327.4,1.1140877437228642
2024/05/30 00:18:53,67375.4,1.1156768522940075
2024/05/30 00:19:53,67410.9,1.116852859043279
2024/05/30 00:20:53,67396.7,1.1163823820068055
2024/05/30 00:21:54,67464.4,1.1186263211571423
2024/05/30 00:22:54,67475.3,1.1189878158682536
2024/05/30 00:23:54,67444,1.1179499191798068
2024/05/30 00:24:55,67486.3,1.1193526862515293
2024/05/30 00:25:55,67480.8,1.1191702436252318
2024/05/30 00:26:55,67441.3,1.1178604107176056
2024/05/30 00:27:55,67393.2,1.1162664345826616
2024/05/30 00:28:56,67400.2,1.116498335452409
2024/05/30 00:29:56,67356.4,1.1150476947298607
2024/05/30 00:30:56,67352.4,1.1149152631170256
2024/05/30 00:31:56,67402.3,1.116567910410072
2024/05/30 00:32:57,67415.1,1.1169920332164858
2024/05/30 00:33:57,67471.9,1.1188750497828748
2024/05/30 00:34:57,67510,1.1201390181992879
2024/05/30 00:35:57,67529.6,1.1207895266213095
2024/05/30 00:36:58,67508,1.1200726504063088
2024/05/30 00:37:58,67525.1,1.1206401584975516
2024/05/30 00:38:58,67564.1,1.1219350129255292
2024/05/30 00:39:58,67555.1,1.1216361340062817
2024/05/30 00:40:59,67532.1,1.1208725132133288
2024/05/30 00:41:59,67557.5,1.121715831158356
2024/05/30 00:42:59,67568.8,1.1220911099642936
2024/05/30 00:43:59,67616,1.1236593248464548
2024/05/30 00:44:59,67618.2,1.1237324463186156
2024/05/30 00:46:00,67665.3,1.1252984812578177
2024/05/30 00:47:00,67680.2,1.1257941206305582
2024/05/30 00:48:00,67693.6,1.126239956624518
2024/05/30 00:49:01,67599,1.123094375509439
2024/05/30 00:50:01,67565,1.1219649030072991
2024/05/30 00:51:02,67580,1.1224631296538663
2024/05/30 00:52:02,67535,1.1209687815088898
2024/05/30 00:53:02,67572,1.1221973950123603
2024/05/30 00:54:02,67591.5,1.1228451783158218
2024/05/30 00:55:03,67629.9,1.1241213595725852
2024/05/30 00:56:03,67588.6,1.1227488294801633
2024/05/30 00:57:03,67627.2,1.124031604387826
2024/05/30 00:58:03,67607,1.123360216325257
2024/05/30 00:59:03,67614.1,1.1235961763987126
2024/05/30 01:00:04,67553.5,1.1215830041445176
2024/05/30 01:01:04,67565.5,1.121981508780324
2024/05/30 01:02:04,67467.9,1.1187423910749834
2024/05/30 01:03:05,67470.2,1.1188186688710455
2024/05/30 01:04:05,67479.3,1.119120489125958
2024/05/30 01:05:05,67511.1,1.1201755213235154
2024/05/30 01:06:05,67530.2,1.1208094431232116
2024/05/30 01:07:06,67491,1.1195086035509463
2024/05/30 01:08:06,67485.4,1.1193228309860856
2024/05/30 01:09:06,67524.2,1.1206102860672609
2024/05/30 01:10:06,67517,1.1203713209584687
2024/05/30 01:11:07,67587.7,1.1227189289579191
2024/05/30 01:12:07,67552.2,1.1215398370584022
2024/05/30 01:13:07,67549.9,1.1214634665564365
2024/05/30 01:14:07,67554.9,1.1216294927047439
2024/05/30 01:15:08,67533.1,1.120905708710345
2024/05/30 01:16:08,67481,1.1191768776420312
2024/05/30 01:17:08,67466.9,1.11870922762688
2024/05/30 01:18:08,67425.5,1.1173366922970165
2024/05/30 01:19:09,67450.6,1.1181687327285668
2024/05/30 01:20:09,67425.2,1.11732674946346
2024/05/30 01:21:09,67449,1.1181156850535856
2024/05/30 01:22:09,67443.1,1.1179200826275861
2024/05/30 01:23:10,67446.6,1.118036115900543
2024/05/30 01:24:10,67439.2,1.1177907955021822
2024/05/30 01:25:10,67438.1,1.1177543312544662
2024/05/30 01:26:10,67486.8,1.1193692726821507
2024/05/30 01:27:11,67520.6,1.1204908003276357
2024/05/30 01:28:11,67525.9,1.120666712103173
2024/05/30 01:29:11,67614.3,1.1236028235201752
2024/05/30 01:30:12,67610.8,1.1234865017332714
2024/05/30 01:31:12,67580.3,1.1224730953148998
2024/05/30 01:32:12,67632.9,1.1242210917583848
2024/05/30 01:33:12,67640,1.1244571422225544
2024/05/30 01:34:12,67669.3,1.125431528091806
2024/05/30 01:35:13,67659.2,1.1250955999781134
2024/05/30 01:36:13,67631.4,1.1241712251124938
2024/05/30 01:37:13,67593.7,1.1229182732935594
2024/05/30 01:38:13,67609.9,1.123456591389903
2024/05/30 01:39:14,67614.2,1.1235994999569858
2024/05/30 01:40:14,67559.2,1.1217722850207859
2024/05/30 01:41:14,67565.1,1.1219682241520732
2024/05/30 01:42:14,67573.2,1.1222372532030713
2024/05/30 01:43:14,67535.1,1.1209721011790208
2024/05/30 01:44:15,67532.6,1.1208891109003936
2024/05/30 01:45:15,67529.9,1.1207994848501408
2024/05/30 01:46:15,67433.7,1.117608480211327
2024/05/30 01:47:15,67378.1,1.11576627329512
2024/05/30 01:48:16,67340.8,1.1145312559150446
2024/05/30 01:49:16,67333.8,1.1142995594308482
