Date,Price,AHR999
2024/05/31 00:00:35,68574.7,1.151106587957465
2024/05/31 00:01:36,68508.1,1.148871755848091
2024/05/31 00:02:37,68519.3,1.1492474315848749
2024/05/31 00:03:37,68555.3,1.1504553766802779
2024/05/31 00:04:37,68577.4,1.1511972350612238
2024/05/31 00:05:37,68584.2,1.1514255472839083
2024/05/31 00:06:38,68599.9,1.1519527663865734
2024/05/31 00:07:38,68582.4,1.1513651094924708
2024/05/31 00:08:38,68600,1.1519561248567929
2024/05/31 00:09:38,68561.1,1.150650049402832
2024/05/31 00:10:39,68566,1.150814527123291
2024/05/31 00:11:39,68540.5,1.1499587002256901
2024/05/31 00:12:39,68481.1,1.1479663614555677
2024/05/31 00:13:39,68470,1.1475942472835803
2024/05/31 00:14:40,68433.2,1.1463610029604472
2024/05/31 00:15:40,68434.3,1.146397856629074
2024/05/31 00:16:40,68379.6,1.1445659418931098
2024/05/31 00:17:40,68404.4,1.1453963176997979
2024/05/31 00:18:41,68406.7,1.1454733436168403
2024/05/31 00:19:41,68394.5,1.1450648009265545
2024/05/31 00:20:41,68397.6,1.1451686040489832
2024/05/31 00:21:41,68412.1,1.1456541972524728
2024/05/31 00:22:42,68428,1.1461867936370582
2024/05/31 00:23:42,68393.5,1.1450313170519768
2024/05/31 00:24:42,68412.2,1.145657546528506
2024/05/31 00:25:43,68491,1.1482982979595628
2024/05/31 00:26:43,68462.1,1.1473294460117578
2024/05/31 00:27:43,68453.4,1.1470378647733548
2024/05/31 00:28:43,68444.5,1.146739618861357
2024/05/31 00:29:43,68427.7,1.1461767435030683
2024/05/31 00:30:44,68427.7,1.1461767435030683
2024/05/31 00:31:44,68472.3,1.1476713470674387
2024/05/31 00:32:44,68448.3,1.1468669550685822
2024/05/31 00:33:44,68439.5,1.1465720819908833
2024/05/31 00:34:45,68440.1,1.1465921857691035
2024/05/31 00:35:45,68440,1.1465888351271607
2024/05/31 00:36:45,68430.1,1.146257145808712
2024/05/31 00:37:45,68465.8,1.1474534630566018
2024/05/31 00:38:46,68472.2,1.1476679948490698
2024/05/31 00:39:46,68472.8,1.1476881082327177
2024/05/31 00:40:46,68416.8,1.1458116185183225
2024/05/31 00:41:46,68458.5,1.147208787211929
2024/05/31 00:42:46,68448,1.1468569019530912
2024/05/31 00:43:47,68453.8,1.1470512699946132
2024/05/31 00:44:47,68465.5,1.1474434073708508
2024/05/31 00:45:47,68477.2,1.1478356117647739
2024/05/31 00:46:47,68521.6,1.149324586881447
2024/05/31 00:47:48,68576,1.1511502324137632
2024/05/31 00:48:48,68582.6,1.1513718247242992
2024/05/31 00:49:48,68594.8,1.1517814908971282
2024/05/31 00:50:48,68632.4,1.1530445269681928
